MapNumber,20
MapTip,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,10,1,1,12,1,1,1,0,0,0,0,0,0,0,11,0,1
MapTip,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
MapTip,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
MapTip,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
MapTip,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
